record_key,wlan,bluetooth,positioning,nfc,infrared_port,radio,usb,back_finger_print,side_finger_print,in_display_finger_print,sensors
d4eb7b1b01870c1f1d651b5ec091b60b64f17d103225c85fd6d8048bda32d42e,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.2, A2DP, LE",GPS,false,false,true,"USB Type-C, OTG",false,false,false,"Fingerprint (side-mounted), accelerometer, proximity, compass"
0a8e1ad2a7204df0576bf01e19642dc19ac72f60760d1e68a80f2fe1f0eb4255,Yes,Yes,GPS,false,false,true,"USB Type-C, OTG",false,false,false,"Fingerprint (side-mounted), accelerometer, compass"
42935071e3b5dd40475917176edab7e38ba122d89aff08136caaf851d44d08b5,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.4, A2DP, LE","GPS, A-GPS support",true,true,true,USB Type-C,false,true,false,"Accelerometer, Compass, Fingerprint (side-mounted), Proximity"
50a54cdb89b576704c5ef8c6f643308f0782f1f1f1aab80e610c1432ceb38321,Yes,Yes,GPS,false,false,true,"USB Type-C, OTG",false,true,false,"Fingerprint (side-mounted), accelerometer"
a7f0b414b79bad68b217ba261e0869268ff7776337c2e41a9f17001f881cd487,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","v5.4 with A2DP, LE","GPS, GALILEO, GLONASS, BDS, QZSS",false,true,false,"USB 2.0, Type-C",false,false,true,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass"
80b1b5d6746387c176ca4baf2ed30740a92d08ad1118b960a584008e1f98d1d0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.2, A2DP, LE","GPS, GLONASS, GALILEO, BDS, QZSS",true,false,true,"USB Type-C 2.0, OTG",false,false,true,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass"
6d9b506fb3e0bd095878d0f1554e04fb7ce5d72f4efbd55d50e9e5fdd783b38d,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.2, A2DP, LE, aptX HD, aptX Adaptive","GPS (L1), GLONASS (G1), BDS (B1I), GALILEO (E1), QZSS (L1)",true,false,false,"USB Type-C 2.0, OTG",false,false,true,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass"
898e9e9fccce84e9a65a8675a5098e506572a1be049f37a9b67ad36fed3cf46d,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.4, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless","GPS, GALILEO, GLONASS, QZSS, BDS",true,false,false,"USB Type-C 2.0, OTG",false,false,true,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass"
48e05c7684304b53671580cd3471d12249aa8f28a3f92c53ff2562413a9988c2,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band","5.4, A2DP, LE","GPS, GALILEO, GLONASS, QZSS, BDS, NavIC",true,true,false,"USB Type-C 2.0, OTG",false,false,true,"Fingerprint (under display, optical), accelerometer, gyro, compassVirtual proximity sensing"
1017bc3a83c563bfd456fdedc562b333b3a4c9f6c94ff5f18a582cc0827719ac,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.4, A2DP, LE","GPS, GALILEO, GLONASS, BDS, QZSS",false,true,false,"USB Type-C 2.0, OTG",false,false,true,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass"
